status,problem,source
579,579A - Raising Bacteria,print ( bin ( int ( input ())). count ( '1' ))
580,580A - Kefa and First Steps,"input (); c = m = s = 0 for  i  in  map ( int , input (). split ()): c =[ c + 1 , 1 ][ i < s ]; m = max ( m , c ); s = i print ( m )"
581,581A - Vasya the Hipster,"a , b = sorted ( map ( int , input (). split ())); print ( a ,( b - a )// 2 )"
582,582A - GCD Table,"from  collections  import   Counter from  fractions  import  gcd input () g ,  v  =   Counter ( map ( int ,  input (). split ())),   [] while  g :     x  =  max ( g )     g [ x ]   -=   1      for  y  in  v :         g [ gcd ( x ,  y )]   -=   2     v . append ( x )     g  +=   Counter () print ( ' ' . join ( map ( str ,  v )))"
583,583A - Asphalting Roads,"n = int ( input ()) a , b =[ 0 , 0 ]* n ,[ 0 , 0 ]* n for  i  in  range ( n * n ):   x , y = map ( int , input (). split ())    if  a [ x ]< 1 > b [ y ]: a [ x ]= b [ y ]= 1 ; print ( i + 1 , end = ' ' )"
584,584A - Olesya and Rodion,"n , t = map ( int , input (). split ()) a = 10 **( n - 1 -( t > 9 )) print ([ t * a ,- 1 ][ a < 1 ])"
586,586A - Alena's Schedule,"import  re input () print ( len ( """" . join ( re . split ( '00+' , input (). replace ( ' ' , '' ). strip ( '0' )))))"
587,587A - Duff and Weight Lifting,n  =  int ( input ()) a  =   [ int ( x )   for  x  in  input (). split ()] l  =   [ 0 ]   *   ( 10 ** 6   +   100 ) for  x  in  a : 	l [ x ]   +=   1 cur  =   0 ans  =   0 for  x  in  l : 	cur  +=  x 	 if  cur  %   2 : 		ans  +=   1 	cur  //=   2 print ( ans )
588,588A - Duff and Meat,"n = int ( input ()) m = 100 r = 0 while  n : a , b = map ( int , input (). split ()); m = min ( b , m ); r += a * m ; n -= 1 print ( r )"
591,591A - Wizards' Duel,"l , p , q =[ int ( input ()) for  _  in [ 1 , 2 , 3 ]] print ( l * p /( p + q ))"
592,592A - PawnChess,"R = range m =[ ''   for  i  in  R ( 8 )] for  _  in  R ( 8 ):     v = input ()      for  j  in  R ( 8 ): m [ j ]+= v [ j ] a = b = 9 for  s  in  m :     x =[ s [::- 1 ]. find ( 'B' ), s [::- 1 ]. find ( 'W' ), s . find ( 'W' ), s . find ( 'B' )]      for  i  in   0 , 1 , 2 , 3 : x [ i ]=[ x [ i ], 9 ][ x [ i ]< 0 ]      if  x [ 0 ]< x [ 1 ]: b = min ( b , x [ 0 ])      if  x [ 2 ]< x [ 3 ]: a = min ( a , x [ 2 ]) print ( 'AB' [ b < a ])"
593,593A - 2Char,"z = input r = range d =[ s  for  s  in   ( z ()   for  _  in  r ( int ( z ())))   if  len ( set ( s ))<= 2 ] print ( max (( sum ( len ( s )   for  s  in  d  if  set ( s )<={ chr ( i ), chr ( j )})   for  i  in  r ( 97 , 123 )   for  j  in  r ( i , 123 ))))"
595,595A - Vitaly and Night,"c  =   0 for  i  in  range ( int ( input (). split ()[ 0 ])): 	a  =  input (). split () 	 while  len ( a ): 		 if   '1'   in   [ a . pop (),  a . pop ()]: 			c += 1 print ( c )"
596,596A - Wilbur and Swimming Pool,"x =[] y =[] I = lambda : list ( map ( int , input (). split ())) for  _  in   '0' * I ()[ 0 ]: s = I (); x +=[ s [ 0 ]]; y +=[ s [ 1 ]] t =( max ( x )- min ( x ))*( max ( y )- min ( y )) print ([ t ,- 1 ][ not  t ])"
597,597A - Divisibility,"k , a , b = map ( int , input (). split ()) print ( b // k -( a - 1 )// k )"
598,598A - Tricky Sum,for  t  in  range ( int ( input ())):     n = int ( input ())      print ( n *( n + 1 )// 2 - 2 *(( 1 << n . bit_length ())- 1 ))
599,599A - Patrick and Shopping,"a , b , c = map ( int , input (). split ()) print ( min ( a + b + c , a + b << 1 , a + c << 1 , b + c << 1 ))"
600,600A - Extract Numbers,"t  =  input (). replace ( ';' ,   ',' ). split ( ',' ) d  =   [[],   []] for  q  in  t :  d [ not  q . isdigit ()   or  str ( int ( q ))   !=  q ]. append ( q ) for  s  in  d :   print ( '""'   +   ',' . join ( s )   +   '""'   if  s  else   '-' )"
601,601A - The Two Routes,"n , m = map ( int , input (). split ()) a =[[ 0 ]* n  for  i  in  range ( n )] for  i  in  range ( m ):     x , y = map ( int , input (). split ())     a [ x - 1 ][ y - 1 ]= a [ y - 1 ][ x - 1 ]= 1 ; b =[- 1 ]* n b [ 0 ]= 0 q =[ 0 ] while  q :     u = q . pop ( 0 )      for  v  in  range ( n ):          if  a [ u ][ v ]!= a [ 0 ][ n - 1 ]   and  b [ v ]   ==- 1 :             b [ v ]= b [ u ]+ 1             q . append ( v ) print ( b [ n - 1 ])  "
602,602A - Two Bases,"I = lambda :[* map ( int , input (). split ())] n , a = I () x = 0 for  c  in  I (): x = x * a + c m , b = I () y = 0 for  c  in  I (): y = y * b + c print ( '<=>' [( x >= y )+( x > y )])"
604,604A - Uncowed Forces,"I = lambda : map ( int , input (). split ()) m =* I (), w =* I (), s , u = I () p =[ 500 , 1000 , 1500 , 2000 , 2500 ] print ( sum ( max ( 3 * p [ i ]// 10 ,( 250 - m [ i ])* p [ i ]// 250 - 50 * w [ i ]) for  i  in  range ( 5 ))+ s * 100 - u * 50 )"
605,605A - Sorting Railway Cars,"n = int ( input ()) l =[ n ]*( n + 1 ) for  c  in  map ( int , input (). split ()): l [ c ]= l [ c - 1 ]- 1 print ( min ( l ))"
606,606A - Magic Spheres,"s = sum ([ min (( int ( x )- int ( y ))// 2 , int ( x )- int ( y ))   for  x , y  in  zip ( input (). split ( ' ' ), input (). split ( ' ' ))]) print ( 'YNEOS' [ int ( s < 0 ):: 2 ])"
607,607A - Chain Reaction,"n  =  int ( input ()) bb  =   [ 0 ]   *   1000001 for  _  in  range ( n ):     a ,  b  =  map ( int ,  input (). split ())     bb [ a ]   =  b a  =   0 for  i ,  b  in  enumerate ( bb ):      if  b :          if  i > b  :             a  =   ( bb [ i  -  b  -   1 ]   +   1 )          else   :             a = 1                            bb [ i ]   =  a print ( n  -  max ( bb ))"
608,608A - Saitama Destroys Hotel,"I = lambda : map ( int , input (). split ()) n , s = I () print ( max ( max ( sum ( I ()), s ) for  _  in   '0' * n ))"
609,609A - ФлесEкартсEPython 3,pln pun kwd pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln pun pln kwd pln kwd pln str pun pln pun kwd pln pun pln pun lit pun pln pun pln pun pln pun lit pun kwd pun pln pun pln pun
610,610A - Pasha and Stick,n = int ( input ()) print ((( n + 3 )// 4 - 1 )*( n % 2 == 0 ))
611,611A - New Year and Days,"a , _ , w = input (). split () print ([[[ 12 , 52 +( a  in '56' )][ len ( w )< 5 ], 11 ][ a == '30' ], 7 ][ a == '31' ])"
612,612A - The Text Splitting,"n , p , q = map ( int , input (). split ()) s = input () for  i  in  range ( 111 ):   for  j  in  range ( 111 ):    if  p * i + q * j == n :    n =- 1     print ( i + j )     for  l  in  range ( i ):      print ( s [: p ])     s = s [ p :]     for  l  in  range ( j ):      print ( s [: q ])     s = s [ q :] if  n !=- 1 :   print (- 1 )"
613,613A - Peter and Snow Blower,"import  math n ,  px ,  py  =  map ( int ,  input (). split ()) xs ,  ys ,  l  =  list (),  list (),  list () for  _  in  range ( n ): 	x ,  y  =  map ( int ,  input (). split ()) 	xs . append ( x  -  px ) 	ys . append ( y  -  py ) x0 ,  y0  =  xs [- 1 ],  ys [- 1 ] for  x ,  y  in  zip ( xs ,  ys ): 	l . append ( x  *  x  +  y  *  y ) 	dx ,  dy  =  x  -  x0 ,  y  -  y0 	 if   ( x0  *  dx  +  y0  *  dy )   *   ( x  *  dx  +  y  *  dy )   <   0 : 		x0  =  x0  *  y  -  x  *  y0 		l . append ( x0  *  x0  /   ( dx  *  dx  +  dy  *  dy )) 	x0 ,  y0  =  x ,  y print ( math . pi  *   ( max ( l )   -  min ( l )))"
614,614A - Link/Cut Tree,"l , r , k = map ( int ,  input (). split ()) print (*[ k ** p  for  p  in  range ( 65 ) if  l <= k ** p <= r ] or [- 1 ])"
615,615A - Bulbs,"r = lambda  i : map ( int , input (). split ()[ i :]) n , m = r ( 0 ) a =[] for  _  in [ 0 ]* n : a += r ( 1 ) print ( 'YNEOS' [ len ( set ( a ))!= m :: 2 ])"
616,616A - Comparing Two Long Integers,"exec ( 'a,b=' + 2 * 'input().rjust(10**6,""0""),' ) print ( '<>=' [( a == b )+( a >= b )])"
617,617A - Elephant,print (( int ( input ())+ 4 )// 5 )
618,618A - Slime Combining,"print (*[ i + 1   for  i , x  in  enumerate ( bin ( int ( input ()))[ 2 :][::- 1 ]) if  x > '0' ][::- 1 ])"
620,620A - Professor GukiZ's Robot,"print ( max ( abs ( a - b ) for  a , b  in  zip (*[ map ( int , input (). split ()) for  _  in ( 1 , 2 )])))"
621,621A - Wet Shark and Odd and Even,"input () a = list ( map ( int , input (). split ())) s = sum ( a ) print ( s - min ( i  for  i  in  a  if  i % 2 )   if  s % 2   else  s )"
622,622A - Infinite Sequence,n = int ( input ())- 1 r = int ((- 1 +( 1 + 4 * n * 2 )** 0.5 )/ 2 ) print ( n + 1 -( r *( r + 1 ))// 2 )
623,623A - Graph and String,"f  =   lambda :  map ( int ,  input (). split ()) n ,  m  =  f () p  =   [ 1   <<  i  for  i  in  range ( n )] for  i  in  range ( m ):     x ,  y  =  f ()     x  -=   1     y  -=   1     p [ x ]   |=   1   <<  y     p [ y ]   |=   1   <<  x s  =  set ( p ) b  =   ( 1   <<  n )   -   1 t  =   {} if  b  in  s :     t [ b ]   =   'b'     s . remove ( b ) if  len ( s )   ==   2 :     a ,  c  =  s      if  a  |  c  ==  b  and  bool ( a  &  c )   ==   ( b  in  t ):         t [ a ],  t [ c ]   =   'ac'         s . clear () print ( 'No'   if  s  else   'Yes\n'   +   '' . join ( map ( t . get ,  p )))"
624,624A - Save Luke,"a , b , c , d = map ( int , input (). split ()); print (( b - a )/( c + d ))"
625,625A - Guest From the Past,"n , a , b , c  =   [ int ( input ())   for  _  in ( 1 , 2 , 3 , 4 )] k  =  max ( 0 ,( n - c )//( b - c )) print ( max ( n // a ,  k +( n - k *( b - c ))// a ))"
626,626A - Robot Sequence,"n , s  =  int ( input ()),  input () print ( sum ( i . count ( 'L' )   ==  i . count ( 'R' )   and  i . count ( 'D' )   ==  i . count ( 'U' )   for  i  in   [ s [ x : y + 1 ]   for  x  in  range ( n )   for  y  in  range ( x ,  n )]))"
627,627A - XOR Equation,"s ,  x  =  map ( int ,  input (). split ()) print ( 0   if  s  <  x  or   ( s  -  x )   &   ( 2   *  x  +   1 )   else   2   **  bin ( x ). count ( '1' )   -   2   *   ( s  ==  x ))"
628,628A - Tennis Tournament,"n , b , p = map ( int , input (). split ()) print (( n - 1 )*( b * 2 + 1 ), n * p )"
629,629A - Far Relative’s Birthday Cake,"p = lambda  x : x *( x - 1 )// 2 n , r = int ( input ()), 0 a =[ input ()   for  _  in [ 0 ]* n ] for  _  in [ 0 , 0 ]: r += sum ( p ( x . count ( 'C' ))   for  x  in  a ); a = zip (* a ) print ( r )"
630,630A - Again Twenty Five!,print ( 25 )
631,631A - Interview,"input () print ( eval ( input (). replace ( "" "" ,   ""|"" ))   +  eval ( input (). replace ( "" "" ,   ""|"" )))"
632,632A - Grandma Laura and Apples,"I = input n , p = map ( int , I (). split ()) a = k = 0 for  i  in   [ 4 < len ( I ()) for  _  in   ' ' * n ][::- 1 ]: k += a * p + i * p // 2 ; a = a * 2 + i print ( k )"
633,633A - Ebony and Ivory,"a , b , c = map ( int , input (). split ()) i = 0 s = 'NO' while  i <= c : s = s  if ( c - i )% b  else   'YES' ; i += a print ( s )"
634,634A - Island Puzzle,n = int ( input ()) a = input (). split () b = input (). split () a . remove ( '0' ) b . remove ( '0' ) k = a . index ( b [ 0 ]) a = a [ k :]+ a [: k ] if  a == b :      print ( 'YES' ) else :      print ( 'NO' )
635,635A - Orchestra,"f  =   lambda :  map ( int ,  input (). split ()) r ,  c ,  n ,  k  =  f () t  =   [ list ( f ())   for  i  in  range ( n )] s  =   0 for  i  in  range ( 1 ,  r  +   1 ):      for  j  in  range ( i ,  r  +   1 ):          for  u  in  range ( 1 ,  c  +   1 ):              for  v  in  range ( u ,  c  +   1 ):                 s  +=  sum ([ i  <=  x  <=  j  and  u  <=  y  <=  v  for  x ,  y  in  t ])   >=  k print ( s )"
637,637A - Voting for Photos,"n = input () a , b =[ 0 ]* 11 ** 6 , 0 for  x  in  map ( int , input (). split ()):  a [ x ]+= 1 ;  b = x  if  a [ b ]< a [ x ]   else  b print ( b )"
638,638A - Home Numbers,"n , h = map ( int , input (). split ()) print ( h // 2 + 1   if  h % 2   else   ( n - h )// 2 + 1 )"
639,639A - Bear and Displayed Friends,"I = lambda : map ( int , input (). split ()) n , k , q = I () t =[ 0 ]+ list ( I ()) a =[] s = '' for  _  in  range ( q ):     p , i = I ()      if  p == 1 : a . append ( i )      else : a = sorted ( a , key = lambda  x : t [ x ], reverse = 1 )[: k ]; s +=[ 'NO\n' , 'YES\n' ][ i  in  a ] print ( s )"
641,641A - Little Artem and Grasshopper,"n = int ( input ()) a = input () d =* map ( int , input (). split ()), x = 0 v =[ 1 ,- 1 ] for  i  in  range ( n + 1 ):   x += v [ a [ x ]== '<' ]* d [ x ]    if  x < 0   or  x >= n : break print ( 'IN' *( i >= n )+ 'FINITE' )"
644,644A - Parliament of Berland,"n , a , b = map ( int , input (). split ()) if  a * b < n : print (- 1 ) else :   x = 1    for  i  in  range ( a ):     a =* map ( lambda  x :[ x , 0 ][ x > n ], range ( x , x + b )),      if  b % 2 < 1   and  i % 2 : a = a [::- 1 ]      print (* a )     x += b"
645,645A - Amity Assessment,"f  =   lambda :   'ABC'   in   2 *( input ()+ input ()[::- 1 ]). replace ( 'X' ,   '' )   print ( 'NO'   if  f ()^ f ()   else   'YES' )"
646,646A - Три брата,"print (* set ( ""123"" )- set ( input ()))"
647,647A - ОсE�нки ВасE�,input () x = y = 0 for  i  in  input ()[:: 2 ]:  y += 1   if  i < '4' : y = 0   elif  y % 3 == 0 : x += 1 print ( x )
648,648A - Наибольший подъем,"n , k =( int ( z )   for  z  in  input (). split ()) h =[ 0 ]* k for  i  in  range ( n ): 	s = input () 	 for  j  in  range ( k ): 		 if  s [ j ]== '*' : 			h [ j ]+= 1 mi = 0 ma = 0 for  i  in  range ( 1 , k ): 	 if  h [ i - 1 ]- h [ i ]> mi : 		mi = h [ i - 1 ]- h [ i ] 	 if  h [ i ]- h [ i - 1 ]> ma : 		ma = h [ i ]- h [ i - 1 ] print ( ma , mi )"
649,649A - Любимые сE�сE�а Поликарпа,"a  =  input () a  =  list ( map ( int , input (). split ())) i  =   0   while  len ( a )   >   0 :     n  =  len ( a )     i  +=   1     a  =   [ x // 2   for  x  in  a  if   not  x  %   2 ]   print ( 2   **   ( i - 1 ),  n )"
650,650A - Watchmen,"import  collections r = 0 ; a , b , c =[ collections . Counter ()   for  _  in   [ 0 , 0 , 0 ]] for  _  in  range ( int ( input ())): 	x , y = map ( int ,  input (). split ()) 	r += a [ x ]+ b [ y ]- c [( x , y )] 	a [ x ]+= 1 ; b [ y ]+= 1 ; c [( x , y )]+= 1 print ( r )"
651,651A - Joysticks,"x , y = map ( int , input (). split ()) print ( max ( x + y - 3 +(( y - x )% 3 > 0 ), 0 ))"
652,652A - Gabriel and Caterpillar,"f  =   lambda :  map ( int ,  input (). split ()) x ,  y  =  f () a ,  b  =  f () h  =  y  -  x  -   8   *  a  -   1 d  =   12   *   ( a  -  b ) print ( 0   if  h  <   0   else  h  //  d  +   1   if  a  >  b  else   - 1 )"
653,653A - Bear and Three Balls,"input () T  =  set ( map ( int ,  input (). split ()))   print ( 'YES'   if  any ( t - 1   in  T  and  t + 1   in  T  for  t  in  T )   else   'NO' )"
655,645A - Amity Assessment,"input () T  =  set ( map ( int ,  input (). split ()))   print ( 'YES'   if  any ( t - 1   in  T  and  t + 1   in  T  for  t  in  T )   else   'NO' )"
656,656A - Da Vinci Powers,x = int ( input ()) y = 1 if  x >= 13 : 	y = 8092 	x -= 13 print ( y << x )  
657,639B - Bear and Forgotten Tree 3,x = int ( input ()) y = 1 if  x >= 13 : 	y = 8092 	x -= 13 print ( y << x )  
658,658A - Bear and Reverse Radewoosh,"i = lambda : map ( int , input (). split ()) n , c = i (); p =[* i ()]; t =[* i ()]; s , a , b = 0 , 0 , 0 for  k  in  range ( n ):   a += t [ k ];  b += t [ n - 1 - k ]   s += max ( 0 , p [ k ]- a * c )- max ( 0 , p [ n - k - 1 ]- b * c ) print ([[ 'Tie' , 'Radewoosh' ][ s < 0 ], 'Limak' ][ s > 0 ])"
659,659A - Round House,"a , b , c = map ( int , input (). split ()) print (( b + c - 1 )% a + 1 )"
660,660A - Co-prime Array,"import  math n = int ( input ()) ar = list ( map ( int , input (). split ())) a =[] c = 0 for  i  in  range ( len ( ar )- 1 ):     a +=[ ar [ i ]]      if  math . gcd ( ar [ i ], ar [ i + 1 ])   >   1 :         a +=[ 1 ]         c += 1 a +=[ ar [- 1 ]] print   ( c ) print (* a )"
663,663A - Rebus,"s , n = input (). split ( ' = ' ) n = int ( n ) a = s . count ( '+' )+ 1 b = s . count ( '-' ) if  a - b * n <= n <= a * n - b : 	s = s . replace ( '- ?' ,   '- !' ) 	 if  a - b < n : 		k = 1 		 while  k * a - b < n : k += 1 		s = s . replace ( '?' , str ( k )). replace ( str ( k ), str ( k - 1 ), k * a - b - n ). replace ( '!' , '1' ) 	 else : 		k = 1 		 while  a - k * b > n : k += 1 		s = s . replace ( '!' , str ( k )). replace ( str ( k ), str ( k - 1 ), k * b + n - a ). replace ( '?' , '1' ) 	 print ( 'Possible\n' + s + ' = ' + str ( n )) else : 	 print ( 'Impossible' )"
664,664A - Complicated GCD,"a , b = input (). split (); print ([ a , 1 ][ b != a ])"
665,665A - Buses Between Cities,"f  =   lambda  k :  map ( int ,  input (). split ( k )) a ,  u  =  f ( ' ' ) b ,  v  =  f ( ' ' ) h ,  t  =  f ( ':' ) t  +=   ( h  -   5 )   *   60 print ( min ( t  +  u  -   1 ,   1139 )   //  b  -  max ( t  -  v ,   - 1 )   //  b )"
666,666A - Reberland Linguistics,"t  =  input () s ,  d  =  set (),  set () p  =   {( len ( t ),   2 )}   while  p :     m ,  x  =  p . pop ()     r  =  m  +  x        for  y  in   [ x ,   5   -  x ]:         l  =  m  -  y         q  =   ( l ,  y )            if  q  in  d  or  l  <   5   or  t [ l : m ]   ==  t [ m : r ]:   continue         s . add ( t [ l : m ])           d . add ( q )         p . add ( q )   print ( len ( s )) print ( '\n' . join ( sorted ( s )))"
667,667A - Pouring Rain,"import  math d , h , v , e = map ( int , input (). split ()) s = math . pi * d * d / 4 e *= s print ( 'NO' if  e >= v  else 'YES\n' + str ( h * s /( v - e )))"
669,669A - Little Artem and Presents,print (( int ( input ())* 2 + 1 )// 3 )
670,670A - Holidays,"n = int ( input ()) print ( n // 7 +( n + 1 )// 7 ,( n + 5 )// 7 +( n + 6 )// 7 )"
672,672A - Summer Camp,"print ( '' . join ( map ( str , range ( 555 )))[ int ( input ())])"
673,673A - Bear and Game,"i = input i () l = 0 for  x  in  map ( int , input (). split ()):    if  x > l + 15 : break   l = x print ( min ( 90 , l + 15 ))"
675,675A - Infinite Sequence,"a , b , c = map ( int ,  input (). split ()) print ( ""YES""   if   ( c == 0   and  a == b )   or   ( c != 0   and   ( b - a )% c == 0   and   ( b - a )/ c >= 0 )   else   ""NO"" )"
676,676A - Nicholas and Permutation,"n = int ( input ()) a =* map ( int , input (). split ()), x , y = sorted ([ a . index ( 1 ), a . index ( n )]) print ( max ( y , n - 1 - x ))"
677,677A - Vanya and Fence,"I = lambda : map ( int , input (). split ()) n , h = I () print ( n + sum ( i > h  for  i  in  I ()))"
678,678A - Johny Likes Numbers,"a , b = map ( int , input (). split ()); print ( a + b - a % b )"
680,680A - Bear and Five Cards,"a = 3 *[ 0 ]+ sorted ( map ( int , input (). split ())) print ( sum ( a )- max ( 2 * z +( x == z )* z  for  x , y , z  in  zip ( a , a [ 1 :], a [ 2 :])   if  z == y ))"
681,681A - A Good Contest,"s = ""NO"" for  _  in  range ( int ( input ())):  _ , b , c = input (). split ()   if  int ( c )> int ( b )> 2399 : s = ""YES"" print ( s )"
682,682A - Alyona and Numbers,"n , m = map ( int , input (). split ()) print ( sum (( m +(( i + 1 )% 5 ))// 5   for  i  in  range ( n )))"
685,685A - Robbers' watch,"from  itertools  import   * from  math  import   * n ,  m  =  map ( int ,  input (). split ()) x ,  y  =   ( max ( 1 ,  ceil ( log ( k ,   7 )))   for  k  in   [ n ,  m ]) p  =   [ '' . join ( t )   for  t  in  permutations ( '0123456' ,  x  +  y )] print ( 0   if  x  +  y  >   7   else  sum ( int ( t [: x ],   7 )   <  n  and  int ( t [ x :],   7 )   <  m  for  t  in  p ))"
686,686A - Free Ice Cream,"a , b = map ( int , input (). split ()); z = 0 for  case  in   ' ' * a :     c = int ( input (). replace ( ' ' , '' ))     b = b + c      if  b < 0 : z += 1 ; b = b - c print ( b , z )"
687,687A - NP-Hard Problem,"n , m = map ( int , input (). split ()) g =[[] for  _  in ' ' * n ] v =[ 0 ]*( n ) for  _  in   ' ' * m :     x , y = map ( int , input (). split ())     g [ x - 1 ]. append ( y - 1 )     g [ y - 1 ]. append ( x - 1 ) for  i  in  range ( n ):      if  v [ i ]: continue     v [ i ]= 1     q =[ i ]      while  q :         x = q . pop ()          for  y  in  g [ x ]:              if  v [ y ]:                  if  v [ y ]== v [ x ]: print (- 1 ); exit ( 0 )              else : v [ y ]= 3 - v [ x ]; q . append ( y ) for  i  in   [ 1 , 2 ]:     s =[ str ( k + 1 ) for  k , q  in  enumerate ( v ) if  q == i ]      print ( len ( s ))      print ( ' ' . join ( s ))"
